text,label
"Dear Chase account holder, your debit card has been blocked due to suspicious transactions totaling $195. Please click the link below and enter your card number, expiry date, and PIN to unblock your card immediately.",phishing
"Hello Tom, the server maintenance window is scheduled for Thursday at 3:30 PM. Expect downtime of approximately 2 hours. Plan accordingly.",ham
"Dear Keiko, your appointment has been confirmed for Thursday at 9:00 AM. Please bring a valid ID. Thank you for choosing us.",ham
Earn passive income with our proven system. Thousands already earning $6760 per day from home. Join free and start making money immediately!,spam
Your Google account password will expire in 24 hours. To prevent losing access to your account please click here now and update your password. Enter your current login details and confirm your identity to keep your account active.,phishing
URGENT: Your account will be suspended in 24 hours. Click here immediately to verify your information and prevent permanent service disruption.,spam
Tax Refund Notification from the IRS: You are eligible for a tax refund of $274. To receive your refund please click here and enter your social security number and bank account details within 48 hours before the claim expires.,phishing
Congratulations! You have been selected as our lucky winner! Claim your FREE prize of $3491 cash now. Click here to redeem before it expires. This is a limited time offer. Act NOW!,spam
"Good morning David, here is the weekly status report for the week ending March 10. Please review and reply with your comments by Friday.",ham
Increase your sales by 500 percent! Our bulk email marketing database has thousands of verified leads. Buy now and start earning today!,spam
Exclusive investment opportunity with guaranteed returns. Secret formula used by top Wall Street insiders. Only limited spots remaining today!,spam
You have won a $4581 gift card! To claim your exclusive reward click the link below before it expires in 24 hours. Do not miss this deal!,spam
"Dear LinkedIn Premium subscriber, your payment of $320 has failed. To avoid losing your premium benefits please click here and update your payment method by entering your new credit card number and billing address.",phishing
"Dear valued customer, your PayPal account has been limited due to suspicious activity. Please confirm your billing information by clicking the link below. You must provide your credit card number and social security number to restore full access.",phishing
Your Microsoft account password will expire in 24 hours. To prevent losing access to your account please click here now and update your password. Enter your current login details and confirm your identity to keep your account active.,phishing
"Dear Apple user, your account storage is 99 percent full and your account will be suspended. Upgrade now for free by verifying your account credentials. Click here and enter your login and credit card information to claim free storage.",phishing
Make money from home! Earn up to $6933 per week working just 2 hours a day. No experience needed. 100% guaranteed income. Subscribe FREE today!,spam
"IMPORTANT NOTICE from Bank of America: We have updated our online banking security policy. All customers must re-confirm their account credentials by clicking this link and entering their username, password, and one-time PIN before Tuesday.",phishing
"Dear Ravi, please find attached the contract for review. Kindly sign and return by Tuesday. Let us know if you need any amendments.",ham
URGENT: Your account will be suspended in 24 hours. Click here immediately to verify your information and prevent permanent service disruption.,spam
WORK FROM HOME OPPORTUNITY! Earn $547 per month packaging products at home. No experience required. Free starter kit included!,spam
"Good morning Sarah, here is the weekly status report for the week ending Thursday. Please review and reply with your comments by Friday.",ham
Increase your sales by 500 percent! Our bulk email marketing database has thousands of verified leads. Buy now and start earning today!,spam
"Hi Robert, the updated employee handbook is now available on the company intranet. Please read section 4 regarding the new remote work policy.",ham
Get out of debt fast! We settle credit card debt for pennies on the dollar. Guaranteed results. Call now for your free consultation today!,spam
"Dear SBI account holder, your debit card has been blocked due to suspicious transactions totaling $318. Please click the link below and enter your card number, expiry date, and PIN to unblock your card immediately.",phishing
"Hi Aisha, the code review for PR #16875 has been completed. Please address the inline comments and re-submit for final approval.",ham
BULK DISCOUNT OFFER: Buy cheap medications online without prescription. Special discount available for bulk orders. No doctor needed. Order now!,spam
"ACCOUNT VERIFICATION REQUIRED: Dear HDFC Bank member, as part of our mandatory security upgrade all customers must re-verify their account details. Click here and enter your account number, online banking password and security answers immediately.",phishing
"Good morning Keiko, here is the weekly status report for the week ending January 15. Please review and reply with your comments by Friday.",ham
Double your Bitcoin investment in 24 hours! Guaranteed returns of 200 percent. Our AI trading bot has never lost. Invest $381 and get $6602 back!,spam
Get out of debt fast! We settle credit card debt for pennies on the dollar. Guaranteed results. Call now for your free consultation today!,spam
Your Dropbox account password will expire in 24 hours. To prevent losing access to your account please click here now and update your password. Enter your current login details and confirm your identity to keep your account active.,phishing
"Dear colleague, please join us for the department meeting on Friday at 11:00 AM in Conference Room 3. Attendance is mandatory.",ham
Get out of debt fast! We settle credit card debt for pennies on the dollar. Guaranteed results. Call now for your free consultation today!,spam
"Dear James, congratulations on completing 5 years with our company! Your loyalty award certificate is attached. Thank you for your dedication.",ham
You have been pre-approved for a personal loan of $7098! No credit check required. Apply online in 2 minutes. Get cash deposited today!,spam
"Hello Emma, the quarterly report for Q3 is now ready. Please review it before our team discussion on Wednesday.",ham
Increase your sales by 500 percent! Our bulk email marketing database has thousands of verified leads. Buy now and start earning today!,spam
"Hi Aisha, just following up on our meeting scheduled for next Monday. Please find the agenda attached. Let me know if you have any questions. Best regards, Jennifer",ham
"Dear Robert, the invoice #60789 for $4465 is attached. Payment is due by next Monday. Thank you for your continued business.",ham
"Dear Mohamed, the invoice #79135 for $4169 is attached. Payment is due by February 3. Thank you for your continued business.",ham
BULK DISCOUNT OFFER: Buy cheap medications online without prescription. Special discount available for bulk orders. No doctor needed. Order now!,spam
"Dear customer, we were unable to deliver your package. To reschedule delivery please click here and confirm your delivery address and provide your credit card details for the small redelivery fee of $2.99.",phishing
Earn passive income with our proven system. Thousands already earning $9617 per day from home. Join free and start making money immediately!,spam
"Hi David, your leave request for March 10 has been approved. Please coordinate with your team for coverage. Best, HR Team.",ham
"Dear team, please note the office will be closed on February 3 for the public holiday. Enjoy the long weekend everyone!",ham
CONGRATULATIONS! Your email was randomly selected for our grand prize draw. You have won $3092. Claim your winnings by clicking here now!,spam
Your Dropbox account password will expire in 24 hours. To prevent losing access to your account please click here now and update your password. Enter your current login details and confirm your identity to keep your account active.,phishing
"Dear HSBC Customer, we have detected unusual activity on your account. Your account has been temporarily suspended. Please verify your identity immediately by clicking the link below and entering your login credentials. Failure to verify within 24 hours will result in permanent account closure and loss of funds.",phishing
You have been pre-approved for a personal loan of $6449! No credit check required. Apply online in 2 minutes. Get cash deposited today!,spam
"Hello Keiko, the quarterly report for Q4 is now ready. Please review it before our team discussion on February 3.",ham
"Hello Linda, your annual performance review is scheduled for March 10 at 9:00 AM. Please prepare a brief self-assessment beforehand.",ham
"Dear Chase account holder, your debit card has been blocked due to suspicious transactions totaling $1868. Please click the link below and enter your card number, expiry date, and PIN to unblock your card immediately.",phishing
"Dear customer, your Barclays credit card ending in 4521 has been used for an unauthorized transaction of $411 at Nigeria. If you did not make this purchase click here immediately and enter your full card details to dispute the charge.",phishing
Your computer is infected with viruses! Download our FREE antivirus software now to protect your personal data and banking information!,spam
"Hi Robert, this is your monthly account statement for the period ending Friday. Please review and contact us if you notice any discrepancies.",ham
WIN a FREE smartphone! You are today's lucky visitor number one million. Spin the wheel now and claim your prize before it expires!,spam
"Hello James, your annual performance review is scheduled for December 20 at 11:00 AM. Please prepare a brief self-assessment beforehand.",ham
"Dear Citibank Customer, we have detected unusual activity on your account. Your account has been temporarily suspended. Please verify your identity immediately by clicking the link below and entering your login credentials. Failure to verify within 24 hours will result in permanent account closure and loss of funds.",phishing
"Hello Priya, your subscription has been renewed successfully. Next billing date: Tuesday. Contact support if you have any questions.",ham
"Dear Aisha, thank you for your payment of $4838. Your receipt number is #66155. Please keep this for your records.",ham
"Hello Priya, your subscription has been renewed successfully. Next billing date: March 10. Contact support if you have any questions.",ham
URGENT: Your Dropbox account has been reported for suspicious activity. To avoid permanent suspension please click the link below within 24 hours and verify your personal information including your date of birth and account password.,phishing
"ACCOUNT VERIFICATION REQUIRED: Dear Chase member, as part of our mandatory security upgrade all customers must re-verify their account details. Click here and enter your account number, online banking password and security answers immediately.",phishing
Double your Bitcoin investment in 24 hours! Guaranteed returns of 200 percent. Our AI trading bot has never lost. Invest $7462 and get $6783 back!,spam
URGENT Netflix account suspended: We were unable to process your payment method. Please update your billing information immediately. Click here and enter your credit card details to reactivate your subscription and avoid losing your watchlist.,phishing
"Dear customer, your HDFC Bank credit card ending in 4521 has been used for an unauthorized transaction of $1149 at Vietnam. If you did not make this purchase click here immediately and enter your full card details to dispute the charge.",phishing
"Herbal supplements that actually work! Boost energy, lose weight, and improve performance. Doctor recommended. Order now with free shipping!",spam
"ACCOUNT VERIFICATION REQUIRED: Dear HDFC Bank member, as part of our mandatory security upgrade all customers must re-verify their account details. Click here and enter your account number, online banking password and security answers immediately.",phishing
"Dear James, congratulations on completing 5 years with our company! Your loyalty award certificate is attached. Thank you for your dedication.",ham
SYSTEM ALERT: Your email inbox is over its storage limit. Your account will be deactivated in 24 hours. Click here and sign in with your email and password to upgrade your storage and prevent losing all your emails and contacts.,phishing
"Hi James, I am writing to confirm the details of the conference call on Tuesday at 2:00 PM. The dial-in number will be shared separately.",ham
"Dear Chris, congratulations on completing 5 years with our company! Your loyalty award certificate is attached. Thank you for your dedication.",ham
Your Amazon account has been flagged for security review. An unauthorized purchase of $466 was attempted from your account. Please verify your identity by clicking here and entering your account credentials and payment information.,phishing
FINAL SECURITY WARNING: Your email account has been compromised and your password exposed. Hackers currently have access. Click here immediately and enter your current credentials so our security team can help you secure your account.,phishing
Exclusive investment opportunity with guaranteed returns. Secret formula used by top Wall Street insiders. Only limited spots remaining today!,spam
"Dear Aisha, we are pleased to inform you that your job application has moved to the next stage. We will be in touch by Monday.",ham
Increase your sales by 500 percent! Our bulk email marketing database has thousands of verified leads. Buy now and start earning today!,spam
"Hello Robert, the server maintenance window is scheduled for Monday at 2:00 PM. Expect downtime of approximately 2 hours. Plan accordingly.",ham
"Lose 30 pounds in 30 days with this one weird trick doctors hate! 100% natural solution, no exercise needed. Order your FREE trial today!",spam
"SECURITY ALERT: Your Facebook account was accessed from an unknown device in Eastern Europe. If this was not you please click here immediately to secure your account, reset your credentials, and review your recent activity.",phishing
"Dear Aisha, please find attached the contract for review. Kindly sign and return by February 3. Let us know if you need any amendments.",ham
"Dear customer, your TD Bank credit card ending in 4521 has been used for an unauthorized transaction of $1721 at Romania. If you did not make this purchase click here immediately and enter your full card details to dispute the charge.",phishing
"IMPORTANT NOTICE from Chase: We have updated our online banking security policy. All customers must re-confirm their account credentials by clicking this link and entering their username, password, and one-time PIN before December 20.",phishing
WIN a FREE smartphone! You are today's lucky visitor number one million. Spin the wheel now and claim your prize before it expires!,spam
"Dear Tom, your appointment has been confirmed for Tuesday at 9:00 AM. Please bring a valid ID. Thank you for choosing us.",ham
Your Amazon account has been flagged for security review. An unauthorized purchase of $633 was attempted from your account. Please verify your identity by clicking here and entering your account credentials and payment information.,phishing
"Hi Mohamed, following our phone call today I am sending the summary of action items we discussed. Please review and confirm.",ham
Increase your sales by 500 percent! Our bulk email marketing database has thousands of verified leads. Buy now and start earning today!,spam
"SECURITY ALERT: Your Amazon account was accessed from an unknown device in Brazil. If this was not you please click here immediately to secure your account, reset your credentials, and review your recent activity.",phishing
"Dear David, the invoice #49586 for $2190 is attached. Payment is due by January 15. Thank you for your continued business.",ham
IT Security Notification: Your Microsoft account will be permanently closed unless you verify your login details within 48 hours. Click here to sign in immediately and confirm your account information to avoid service interruption.,phishing
You have won a $9276 gift card! To claim your exclusive reward click the link below before it expires in 24 hours. Do not miss this deal!,spam
"Dear employee, HR requires you to update your direct deposit banking information immediately. Please click the secure link below and enter your bank account number and routing number by end of business day to ensure your payroll is not disrupted.",phishing
URGENT Netflix account suspended: We were unable to process your payment method. Please update your billing information immediately. Click here and enter your credit card details to reactivate your subscription and avoid losing your watchlist.,phishing
"Dear customer, your Barclays credit card ending in 4521 has been used for an unauthorized transaction of $400 at Unknown Location. If you did not make this purchase click here immediately and enter your full card details to dispute the charge.",phishing
"Herbal supplements that actually work! Boost energy, lose weight, and improve performance. Doctor recommended. Order now with free shipping!",spam
"Hi James, your leave request for Thursday has been approved. Please coordinate with your team for coverage. Best, HR Team.",ham
Your Facebook account password will expire in 24 hours. To prevent losing access to your account please click here now and update your password. Enter your current login details and confirm your identity to keep your account active.,phishing
CONGRATULATIONS! Your email was randomly selected for our grand prize draw. You have won $8913. Claim your winnings by clicking here now!,spam
"Hi team, reminder that the project deadline is March 10. Please update your tasks on the board by end of day. Thanks, Paul",ham
"Dear Aisha, your IT support ticket #15286 has been resolved. Please confirm if the issue is fixed by replying to this email.",ham
"Dear Robert, please find attached the contract for review. Kindly sign and return by Monday. Let us know if you need any amendments.",ham
"Herbal supplements that actually work! Boost energy, lose weight, and improve performance. Doctor recommended. Order now with free shipping!",spam
Exclusive investment opportunity with guaranteed returns. Secret formula used by top Wall Street insiders. Only limited spots remaining today!,spam
"Dear valued customer, your PayPal account has been limited due to suspicious activity. Please confirm your billing information by clicking the link below. You must provide your credit card number and social security number to restore full access.",phishing
IT Security Notification: Your Microsoft account will be permanently closed unless you verify your login details within 48 hours. Click here to sign in immediately and confirm your account information to avoid service interruption.,phishing
URGENT: Your Apple account has been reported for suspicious activity. To avoid permanent suspension please click the link below within 24 hours and verify your personal information including your date of birth and account password.,phishing
"SECURITY ALERT: Your Netflix account was accessed from an unknown device in China. If this was not you please click here immediately to secure your account, reset your credentials, and review your recent activity.",phishing
WIN a FREE smartphone! You are today's lucky visitor number one million. Spin the wheel now and claim your prize before it expires!,spam
"Hi Sarah, this is your monthly account statement for the period ending Friday. Please review and contact us if you notice any discrepancies.",ham
"Dear Chase Customer, we have detected unusual activity on your account. Your account has been temporarily suspended. Please verify your identity immediately by clicking the link below and entering your login credentials. Failure to verify within 24 hours will result in permanent account closure and loss of funds.",phishing
"Dear Dropbox user, your account storage is 99 percent full and your account will be suspended. Upgrade now for free by verifying your account credentials. Click here and enter your login and credit card information to claim free storage.",phishing
Increase your sales by 500 percent! Our bulk email marketing database has thousands of verified leads. Buy now and start earning today!,spam
IT Security Notification: Your Microsoft account will be permanently closed unless you verify your login details within 48 hours. Click here to sign in immediately and confirm your account information to avoid service interruption.,phishing
FINAL NOTICE: You owe a tax debt of $4124. Call immediately to avoid legal action and wage garnishment. This is your last warning.,spam
IT Security Notification: Your Microsoft account will be permanently closed unless you verify your login details within 48 hours. Click here to sign in immediately and confirm your account information to avoid service interruption.,phishing
"Dear Chase Customer, we have detected unusual activity on your account. Your account has been temporarily suspended. Please verify your identity immediately by clicking the link below and entering your login credentials. Failure to verify within 24 hours will result in permanent account closure and loss of funds.",phishing
"ACCOUNT VERIFICATION REQUIRED: Dear Wells Fargo member, as part of our mandatory security upgrade all customers must re-verify their account details. Click here and enter your account number, online banking password and security answers immediately.",phishing
Special bulk offer just for you! Cheap prescription drugs shipped discreetly worldwide. No questions asked. Order now for free shipping!,spam
"Hello Priya, this is a reminder to complete the mandatory compliance training by March 10. Log in to the portal to start the modules.",ham
Special bulk offer just for you! Cheap prescription drugs shipped discreetly worldwide. No questions asked. Order now for free shipping!,spam
"Lose 30 pounds in 30 days with this one weird trick doctors hate! 100% natural solution, no exercise needed. Order your FREE trial today!",spam
"Hi David, your leave request for December 20 has been approved. Please coordinate with your team for coverage. Best, HR Team.",ham
"Hello Aisha, your subscription has been renewed successfully. Next billing date: March 10. Contact support if you have any questions.",ham
"Hello Tom, your annual performance review is scheduled for Monday at 3:30 PM. Please prepare a brief self-assessment beforehand.",ham
"Herbal supplements that actually work! Boost energy, lose weight, and improve performance. Doctor recommended. Order now with free shipping!",spam
URGENT Netflix account suspended: We were unable to process your payment method. Please update your billing information immediately. Click here and enter your credit card details to reactivate your subscription and avoid losing your watchlist.,phishing
"Dear Keiko, your IT support ticket #35499 has been resolved. Please confirm if the issue is fixed by replying to this email.",ham
"Dear Priya, we are pleased to inform you that your job application has moved to the next stage. We will be in touch by Friday.",ham
"ACCOUNT VERIFICATION REQUIRED: Dear Barclays member, as part of our mandatory security upgrade all customers must re-verify their account details. Click here and enter your account number, online banking password and security answers immediately.",phishing
"Dear employee, HR requires you to update your direct deposit banking information immediately. Please click the secure link below and enter your bank account number and routing number by end of business day to ensure your payroll is not disrupted.",phishing
"Dear Wells Fargo account holder, your debit card has been blocked due to suspicious transactions totaling $270. Please click the link below and enter your card number, expiry date, and PIN to unblock your card immediately.",phishing
Earn passive income with our proven system. Thousands already earning $8933 per day from home. Join free and start making money immediately!,spam
"Dear colleague, please join us for the department meeting on next Monday at 3:30 PM in Conference Room 9. Attendance is mandatory.",ham
Congratulations! You have been selected as our lucky winner! Claim your FREE prize of $8827 cash now. Click here to redeem before it expires. This is a limited time offer. Act NOW!,spam
"Dear team, please note the office will be closed on Friday for the public holiday. Enjoy the long weekend everyone!",ham
"ACCOUNT VERIFICATION REQUIRED: Dear Citibank member, as part of our mandatory security upgrade all customers must re-verify their account details. Click here and enter your account number, online banking password and security answers immediately.",phishing
"Dear customer, we were unable to deliver your package. To reschedule delivery please click here and confirm your delivery address and provide your credit card details for the small redelivery fee of $2.99.",phishing
"Dear Ravi, the invoice #18782 for $4627 is attached. Payment is due by next Monday. Thank you for your continued business.",ham
Your LinkedIn account password will expire in 24 hours. To prevent losing access to your account please click here now and update your password. Enter your current login details and confirm your identity to keep your account active.,phishing
FINAL SECURITY WARNING: Your email account has been compromised and your password exposed. Hackers currently have access. Click here immediately and enter your current credentials so our security team can help you secure your account.,phishing
Increase your sales by 500 percent! Our bulk email marketing database has thousands of verified leads. Buy now and start earning today!,spam
"Dear valued customer, your PayPal account has been limited due to suspicious activity. Please confirm your billing information by clicking the link below. You must provide your credit card number and social security number to restore full access.",phishing
"Dear Barclays Customer, we have detected unusual activity on your account. Your account has been temporarily suspended. Please verify your identity immediately by clicking the link below and entering your login credentials. Failure to verify within 24 hours will result in permanent account closure and loss of funds.",phishing
"SECURITY ALERT: Your Netflix account was accessed from an unknown device in China. If this was not you please click here immediately to secure your account, reset your credentials, and review your recent activity.",phishing
"Hi David, the code review for PR #53743 has been completed. Please address the inline comments and re-submit for final approval.",ham
Your Instagram account password will expire in 24 hours. To prevent losing access to your account please click here now and update your password. Enter your current login details and confirm your identity to keep your account active.,phishing
BULK DISCOUNT OFFER: Buy cheap medications online without prescription. Special discount available for bulk orders. No doctor needed. Order now!,spam
"Dear Barclays account holder, your debit card has been blocked due to suspicious transactions totaling $1268. Please click the link below and enter your card number, expiry date, and PIN to unblock your card immediately.",phishing
"ACCOUNT VERIFICATION REQUIRED: Dear HSBC member, as part of our mandatory security upgrade all customers must re-verify their account details. Click here and enter your account number, online banking password and security answers immediately.",phishing
"Hello Mohamed, your subscription has been renewed successfully. Next billing date: Tuesday. Contact support if you have any questions.",ham
"Hi Aisha, just following up on our meeting scheduled for April 5. Please find the agenda attached. Let me know if you have any questions. Best regards, Ahmed",ham
Hot singles near you want to meet! Click here to see their profiles FREE. Limited time access. Join our network now and find your match!,spam
"Hi Tom, your leave request for Thursday has been approved. Please coordinate with your team for coverage. Best, HR Team.",ham
"Dear Robert, the invoice #66489 for $1585 is attached. Payment is due by Tuesday. Thank you for your continued business.",ham
Get out of debt fast! We settle credit card debt for pennies on the dollar. Guaranteed results. Call now for your free consultation today!,spam
"Dear Emma, congratulations on completing 5 years with our company! Your loyalty award certificate is attached. Thank you for your dedication.",ham
CONGRATULATIONS! Your email was randomly selected for our grand prize draw. You have won $4051. Claim your winnings by clicking here now!,spam
"Dear employee, HR requires you to update your direct deposit banking information immediately. Please click the secure link below and enter your bank account number and routing number by end of business day to ensure your payroll is not disrupted.",phishing
Your computer is infected with viruses! Download our FREE antivirus software now to protect your personal data and banking information!,spam
FINAL SECURITY WARNING: Your email account has been compromised and your password exposed. Hackers currently have access. Click here immediately and enter your current credentials so our security team can help you secure your account.,phishing
IT Security Notification: Your Microsoft account will be permanently closed unless you verify your login details within 48 hours. Click here to sign in immediately and confirm your account information to avoid service interruption.,phishing
Make money from home! Earn up to $1335 per week working just 2 hours a day. No experience needed. 100% guaranteed income. Subscribe FREE today!,spam
You have won a $5709 gift card! To claim your exclusive reward click the link below before it expires in 24 hours. Do not miss this deal!,spam
"IMPORTANT NOTICE from TD Bank: We have updated our online banking security policy. All customers must re-confirm their account credentials by clicking this link and entering their username, password, and one-time PIN before next Monday.",phishing
FINAL SECURITY WARNING: Your email account has been compromised and your password exposed. Hackers currently have access. Click here immediately and enter your current credentials so our security team can help you secure your account.,phishing
FINAL SECURITY WARNING: Your email account has been compromised and your password exposed. Hackers currently have access. Click here immediately and enter your current credentials so our security team can help you secure your account.,phishing
"Herbal supplements that actually work! Boost energy, lose weight, and improve performance. Doctor recommended. Order now with free shipping!",spam
FINAL NOTICE: You owe a tax debt of $4619. Call immediately to avoid legal action and wage garnishment. This is your last warning.,spam
"Good morning Aisha, here is the weekly status report for the week ending Monday. Please review and reply with your comments by Friday.",ham
You have been pre-approved for a personal loan of $5000! No credit check required. Apply online in 2 minutes. Get cash deposited today!,spam
"SECURITY ALERT: Your Microsoft account was accessed from an unknown device in Russia. If this was not you please click here immediately to secure your account, reset your credentials, and review your recent activity.",phishing
"Hi Jennifer, your order #67870 has been shipped and will arrive by January 15. Track your package using the link in your account portal.",ham
Tax Refund Notification from the IRS: You are eligible for a tax refund of $135. To receive your refund please click here and enter your social security number and bank account details within 48 hours before the claim expires.,phishing
Tax Refund Notification from the IRS: You are eligible for a tax refund of $58. To receive your refund please click here and enter your social security number and bank account details within 48 hours before the claim expires.,phishing
URGENT Netflix account suspended: We were unable to process your payment method. Please update your billing information immediately. Click here and enter your credit card details to reactivate your subscription and avoid losing your watchlist.,phishing
"Dear customer, we were unable to deliver your package. To reschedule delivery please click here and confirm your delivery address and provide your credit card details for the small redelivery fee of $2.99.",phishing
WIN a FREE smartphone! You are today's lucky visitor number one million. Spin the wheel now and claim your prize before it expires!,spam
Double your Bitcoin investment in 24 hours! Guaranteed returns of 200 percent. Our AI trading bot has never lost. Invest $9721 and get $5788 back!,spam
"Dear customer, we were unable to deliver your package. To reschedule delivery please click here and confirm your delivery address and provide your credit card details for the small redelivery fee of $2.99.",phishing
SYSTEM ALERT: Your email inbox is over its storage limit. Your account will be deactivated in 24 hours. Click here and sign in with your email and password to upgrade your storage and prevent losing all your emails and contacts.,phishing
"Dear Chris, your IT support ticket #14818 has been resolved. Please confirm if the issue is fixed by replying to this email.",ham
"Dear customer, we were unable to deliver your package. To reschedule delivery please click here and confirm your delivery address and provide your credit card details for the small redelivery fee of $2.99.",phishing
"Hi Ravi, this is your monthly account statement for the period ending Tuesday. Please review and contact us if you notice any discrepancies.",ham
"Dear Priya, congratulations on completing 5 years with our company! Your loyalty award certificate is attached. Thank you for your dedication.",ham
"Dear Microsoft Premium subscriber, your payment of $57 has failed. To avoid losing your premium benefits please click here and update your payment method by entering your new credit card number and billing address.",phishing
Double your Bitcoin investment in 24 hours! Guaranteed returns of 200 percent. Our AI trading bot has never lost. Invest $1640 and get $15099 back!,spam
Exclusive investment opportunity with guaranteed returns. Secret formula used by top Wall Street insiders. Only limited spots remaining today!,spam
SYSTEM ALERT: Your email inbox is over its storage limit. Your account will be deactivated in 24 hours. Click here and sign in with your email and password to upgrade your storage and prevent losing all your emails and contacts.,phishing
"Dear team, please note the office will be closed on January 15 for the public holiday. Enjoy the long weekend everyone!",ham
Tax Refund Notification from the IRS: You are eligible for a tax refund of $884. To receive your refund please click here and enter your social security number and bank account details within 48 hours before the claim expires.,phishing
"Dear Jennifer, the invoice #24973 for $3767 is attached. Payment is due by Monday. Thank you for your continued business.",ham
"Dear team, please note the office will be closed on February 3 for the public holiday. Enjoy the long weekend everyone!",ham
"Dear Ravi, thank you for your payment of $4357. Your receipt number is #53108. Please keep this for your records.",ham
"Hi Linda, the updated employee handbook is now available on the company intranet. Please read section 4 regarding the new remote work policy.",ham
Get out of debt fast! We settle credit card debt for pennies on the dollar. Guaranteed results. Call now for your free consultation today!,spam
"Lose 30 pounds in 30 days with this one weird trick doctors hate! 100% natural solution, no exercise needed. Order your FREE trial today!",spam
Your Amazon account has been flagged for security review. An unauthorized purchase of $1250 was attempted from your account. Please verify your identity by clicking here and entering your account credentials and payment information.,phishing
FINAL NOTICE: You owe a tax debt of $5465. Call immediately to avoid legal action and wage garnishment. This is your last warning.,spam
Tax Refund Notification from the IRS: You are eligible for a tax refund of $1601. To receive your refund please click here and enter your social security number and bank account details within 48 hours before the claim expires.,phishing
"Hi Carlos, following our phone call today I am sending the summary of action items we discussed. Please review and confirm.",ham
"Dear Mohamed, the invoice #25531 for $585 is attached. Payment is due by March 10. Thank you for your continued business.",ham
"Dear Barclays Customer, we have detected unusual activity on your account. Your account has been temporarily suspended. Please verify your identity immediately by clicking the link below and entering your login credentials. Failure to verify within 24 hours will result in permanent account closure and loss of funds.",phishing
"Dear Carlos, please find attached the contract for review. Kindly sign and return by April 5. Let us know if you need any amendments.",ham
Congratulations! You have been selected as our lucky winner! Claim your FREE prize of $3773 cash now. Click here to redeem before it expires. This is a limited time offer. Act NOW!,spam
"Dear customer, your TD Bank credit card ending in 9034 has been used for an unauthorized transaction of $496 at Unknown Location. If you did not make this purchase click here immediately and enter your full card details to dispute the charge.",phishing
"Dear Carlos, your IT support ticket #76160 has been resolved. Please confirm if the issue is fixed by replying to this email.",ham
"Hello Keiko, this is a reminder to complete the mandatory compliance training by February 3. Log in to the portal to start the modules.",ham
SYSTEM ALERT: Your email inbox is over its storage limit. Your account will be deactivated in 24 hours. Click here and sign in with your email and password to upgrade your storage and prevent losing all your emails and contacts.,phishing
"Hi Emma, following our phone call today I am sending the summary of action items we discussed. Please review and confirm.",ham
"Hello Ravi, your annual performance review is scheduled for Monday at 3:30 PM. Please prepare a brief self-assessment beforehand.",ham
Tax Refund Notification from the IRS: You are eligible for a tax refund of $506. To receive your refund please click here and enter your social security number and bank account details within 48 hours before the claim expires.,phishing
URGENT: Your account will be suspended in 24 hours. Click here immediately to verify your information and prevent permanent service disruption.,spam
"Dear customer, we were unable to deliver your package. To reschedule delivery please click here and confirm your delivery address and provide your credit card details for the small redelivery fee of $2.99.",phishing
"Hi Keiko, I wanted to share the latest project update. We are on track for the February 3 delivery milestone. Great work everyone!",ham
Your Amazon account has been flagged for security review. An unauthorized purchase of $804 was attempted from your account. Please verify your identity by clicking here and entering your account credentials and payment information.,phishing
Your Apple ID has been locked for security reasons. Someone attempted to sign in to your account from Unknown Location. To unlock your account click here and enter your Apple ID credentials and payment card information.,phishing
"SECURITY ALERT: Your Netflix account was accessed from an unknown device in Nigeria. If this was not you please click here immediately to secure your account, reset your credentials, and review your recent activity.",phishing
"IMPORTANT NOTICE from Chase: We have updated our online banking security policy. All customers must re-confirm their account credentials by clicking this link and entering their username, password, and one-time PIN before Friday.",phishing
Earn passive income with our proven system. Thousands already earning $1843 per day from home. Join free and start making money immediately!,spam
"Hi Ravi, following our phone call today I am sending the summary of action items we discussed. Please review and confirm.",ham
"Hi Priya, I wanted to share the latest project update. We are on track for the February 3 delivery milestone. Great work everyone!",ham
"Hello Emma, your annual performance review is scheduled for next Monday at 4:00 PM. Please prepare a brief self-assessment beforehand.",ham
Special bulk offer just for you! Cheap prescription drugs shipped discreetly worldwide. No questions asked. Order now for free shipping!,spam
"Dear Chris, your IT support ticket #24230 has been resolved. Please confirm if the issue is fixed by replying to this email.",ham
"Hello Jennifer, this is a reminder to complete the mandatory compliance training by March 10. Log in to the portal to start the modules.",ham
"Dear customer, your Wells Fargo credit card ending in 5601 has been used for an unauthorized transaction of $1518 at Romania. If you did not make this purchase click here immediately and enter your full card details to dispute the charge.",phishing
Tax Refund Notification from the IRS: You are eligible for a tax refund of $379. To receive your refund please click here and enter your social security number and bank account details within 48 hours before the claim expires.,phishing
"Dear customer, your Barclays credit card ending in 7832 has been used for an unauthorized transaction of $934 at Romania. If you did not make this purchase click here immediately and enter your full card details to dispute the charge.",phishing
"IMPORTANT NOTICE from Bank of America: We have updated our online banking security policy. All customers must re-confirm their account credentials by clicking this link and entering their username, password, and one-time PIN before Wednesday.",phishing
Special bulk offer just for you! Cheap prescription drugs shipped discreetly worldwide. No questions asked. Order now for free shipping!,spam
"Herbal supplements that actually work! Boost energy, lose weight, and improve performance. Doctor recommended. Order now with free shipping!",spam
WORK FROM HOME OPPORTUNITY! Earn $5269 per month packaging products at home. No experience required. Free starter kit included!,spam
